id,qno,chapter,questionType,stem,optionA,optionB,optionC,optionD,optionE,correctAnswer,analysis,difficulty,source,isActive
q_02045,10,补充题库,single,售电公司注册信息发生变化时，应在（）个工作日内向相应的电力交易机构申请 变更。,5,10,20,30,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02046,11,补充题库,single,根据《售电公司管理办法》规定，售电公司（）变更需重新签署信用承诺书并予 以公示。,增加营业范围,经营场所,代理电量规模,代理用户数量,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02047,12,补充题库,single,市场经营主体注册填写材料时，上传营业执照附件后，系统会自动识别以下哪些 工商信息（）。,统一社会信用代码、注册资本、经营范围,统一社会信用代码、组织机构代码、税务登记号,组织机构代码、法定代表人姓名、注册地址,税务登记号、经营期限、股东信息,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02048,13,补充题库,single,电力用户注册时，以下哪项不是基本资料（）。,营业执照,法定代表人证件,用电地址证明,开户许可证/基本存款账户信息,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02049,14,补充题库,single,售电公司注册填写信用信息相关内容时，需要上传的文件包括（）。,企业信用证明,法定代表人信用证明,信用承诺书（需加盖公章）,信用评级机构出具的评级报告,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02050,15,补充题库,single,售电公司在进行资质审核时，以下（）不是审核的内容。,财务状况,业务能力,公司名称,历史业绩,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02051,16,补充题库,single,交易资质管理规定的目的是（）。,确保市场参与者具备合格的资质,增加电力市场的利润,限制市场参与者的数量,减少市场监管的难度,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02052,17,补充题库,single,资质要求不包括（）。,财务状况,技术能力,市场规模,法律合规,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02053,18,补充题库,single,售电公司在资质审查时，对其从业人员职称的要求是（）。,至少拥有 5 名高级职称专业管理人员,至少拥有 1 名高级职称和 3 名中级职称的专业管理人员,至少拥有 3 名高级职称和 1 名中级职称的专业管理人员,只需拥有 5 名中级职称专业管理人员即可,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02054,19,补充题库,single,发电企业中的并网自备电厂进行资质审查时，除取得电力业务许可证（发电类） 和达到能效、环保要求外，还需（）。,年发电量达到一定规模,与所有电网企业建立合作关系,已与电网企业签订并网调度协议,拥有自主研发的节能技术,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02055,20,补充题库,single,电力用户申请进入电力市场，资质审查时发现其用电设备不符合电网安全技术要 求，该用户（）。,可以先进入市场，再限期整改设备,需对用电设备进行整改，符合要求后才能进入市场,只要与电网企业协商一致，就能进入市场,可以通过缴纳罚款的方式进入市场,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02056,21,补充题库,single,发电企业进行资质审查时，若其为火电类型机组，以下哪项环保材料是必须要提 供的（）。,废水循环利用方案,脱硫、脱硝、除尘和超低排放合格证明材料,厂区绿化对空气净化效果评估报告,二氧化碳捕捉技术应用情况说明,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02057,22,补充题库,single,（）总体负责电力现货市场信息披露的实施。,电力调度机构,电力交易机构,地方政府,国家发改委,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02058,23,补充题库,single,市场主体对披露的信息内容、时限等有异议或者疑问，可向（）提出。,监管机构,交易机构,相关信息披露主体,电网企业,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02059,24,补充题库,single,电力市场信息披露是按照（）要求进行的。,国家和地方能源主管部门,电力企业内部规定,市场成员自行决定,无需遵循特定要求,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02060,25,补充题库,single,基于交易信息平台的信息披露是指（）。,信息披露主体通过信息披露平台向交易机构提供信息,信息披露主体通过电子邮件提供信息,信息披露主体通过电话提供信息,信息披露主体通过纸质文件提供信息,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02061,26,补充题库,single,电力交易机构总体负责（）。,电力现货市场信息披露的实施,电力现货市场信息披露的监督,电力现货市场信息披露的审核,电力现货市场信息披露的评估,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02062,27,补充题库,single,电力企业、电力调度交易机构应当指定具体负责信息披露的机构和人员，公开咨 询电话和电子咨询邮箱，并报（）备案。,电力调度交易机构,发电企业,国家电网,电力监管机构,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02063,28,补充题库,single,涉及多省业务的信息披露主体应以（）为主体披露其全量及分省信息。,企业,法人,部门,项目,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02064,29,补充题库,single,对未按要求及时披露、变更或者披露虚假信息、误导性陈述或者重大遗漏的市场 成员，一年之内出现上述情形（）次以上的，各单位可对其采取警示提醒、约谈、通报、上 报监管机构。,一,两,三,四,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02065,30,补充题库,single,发电企业应当披露的公众信息中，企业变更情况，包括企业（）合并、分立、解 散及申请破产的决定；或者依法进入破产程序、被责令关闭等重大经营信息。,股权转让,增资,减资,更换法人,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02066,31,补充题库,single,信息披露主体按照标准数据格式在信息披露平台披露信息，披露的信息保留或可 供查询的时间不少于（）年。,1 年,2 年,3 年,5 年,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02067,32,补充题库,single,根据《电力现货市场信息披露办法(暂行)》，对未按要求及时披露、变更或者披 露虚假信息的市场成员，一年之内出现上述情形（）以上的，国家能源局及其派出机构可对 其采取监管约谈、监管通报、责令改正、出具警示函、出具监管意见等监管措施，并依据《电 力监管条例》等有关规定做出行政处罚。,一次,两次,三次,四次,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02068,33,补充题库,single,根据《电力现货市场信息披露办法(暂行)》，市场运营机构应当披露的信息中， 属于交易公告信息的有（）。,交易操作说明,交易结果,交易总申报电量,成交均价,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02069,34,补充题库,single,电力市场信息分为（）。,公众信息、公开信息、特定信息,公众信息、内部信息、特定信息,公众信息、公开信息、私有信息,公众信息、内部信息、私有信息,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02070,35,补充题库,single,发电企业电力交易员主要负责（）。,分析市场动态，评估电价和供需状况,组织和执行电力交易及零售购销合同,监控企业用电情况，确保用电需求和合同约定的一致性,确保电网的安全稳定运行，合理安排电力输送和调度计划,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02071,36,补充题库,single,售电公司电力交易员主要负责（）。,制定和调整发电企业的售电策略和报价方案,处理客户投诉和咨询，提供优质的客户服务,确保发电计划的制定和执行，确保机组安全、经济运行,与市场各方主体协调沟通，维护市场秩序,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02072,37,补充题库,single,电力用户电力交易员主要负责（）。,分析市场电价和供需状况，为企业的电力采购制定合理计划,制定和调整发电企业的售电策略和报价方案,组织和执行电力交易及零售购销合同,确保电网的安全稳定运行，合理安排电力输送和调度计划,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02073,38,补充题库,single,电网企业电力交易员主要负责（）。,确保电网的安全稳定运行，合理安排电力输送和调度计划,分析市场趋势和客户需求，制定销售策略和定价策略,监控企业用电情况，确保用电需求和合同约定的一致性,制定和调整发电企业的售电策略和报价方案,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02074,39,补充题库,single,组织角色维护的主要任务包括（）。,定义和更新经营主体的基本信息,分配和管理业务角色的人员,定义和更新业务角色的职责和权限,管理经营主体的注册和注销过程,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02075,40,补充题库,single,业务角色维护的主要任务包括（）。,定义和更新经营主体的基本信息,分配和管理业务角色的人员,定义和更新业务角色的职责和权限,管理经营主体的注册和注销过程,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02076,41,补充题库,single,账号信息维护的主要任务包括（）。,定义和更新经营主体的基本信息,分配和管理业务角色的人员,管理经营主体的注册和注销过程,保护经营主体的登录凭证安全,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02077,42,补充题库,single,电子签章生成需要使用到（）。,密钥对，包括公钥和私钥,业务角色的职责和权限,经营主体的基本信息,登录凭证,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02078,43,补充题库,single,电子签章发布过程中应采用（）。,严格的身份验证和权限审核,定义和更新业务角色的职责和权限,管理经营主体的注册和注销过程,保护经营主体的登录凭证安全,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02079,44,补充题库,single,电子签章申请流程包括（）。,用户提交电子签章申请,定义和更新经营主体的基本信息,企业用户成功注册企业管理员账号后，自动获得相应基础角色的权限,管理经营主体的注册和注销过程,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02080,45,补充题库,single,电子签章存放管理制度应建立（）安全保障措施。,物理安全、网络安全和数据安全,定义和更新业务角色的职责和权限,企业用户成功注册企业管理员账号后，自动获得相应基础角色的权限,管理经营主体的注册和注销过程,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02081,46,补充题库,single,电子签章监督和责任追究机制包括（）。,定期审计、实时监控和异常检测,定义和更新经营主体的基本信息,企业用户成功注册企业管理员账号后，自动获得相应基础角色的权限,管理经营主体的注册和注销过程,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02082,47,补充题库,single,保密信息维护包括（）。,对敏感信息进行分类、存储、传输和处理,定义和更新经营主体的基本信息,企业用户成功注册企业管理员账号后，自动获得相应基础角色的权限,管理经营主体的注册和注销过程,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02083,48,补充题库,single,获取电力市场政策、规则的渠道主要包括国家、（）和地方相关职能部门、相关 机构的官方网站、微信公众号等渠道。,省级,区域,高校,研究机构,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02084,49,补充题库,single,通过政府部门（机构）官方网站查询政策文件，通常可以在（）中查询到。,政务服务,新闻动态,政务公开,互动交流,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02085,50,补充题库,single,按照《电力市场信息披露基本规则》（国能发监管〔2024〕9 号），（）负责电 力市场信息披露的实施。,电力交易机构,电力调度机构,政府主管部门,监管机构,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02086,51,补充题库,single,通过电力交易平台查询政策规则，应从首页（）模块进入。,年度公示,政策规则,市场服务,信息披露,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02087,52,补充题库,single,目前，国网范围内主要使用（）手机移动端，为电力用户提供便捷高效的电力交 易服务。,网上国网,“e-交易”App,电力交易平台,“南网在线”App,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02088,53,补充题库,single,“e-交易”app 通过（）方式登录。,账号密码,短信校验,人脸识别,动态口令,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02089,54,补充题库,single,交易机构通常为市场主体咨询市场交易业务提供如下三种方式：（）、电力交易 大厅、交易机构联络方式。,网上国网,电力交易服务热线,电力交易平台,12398,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02090,55,补充题库,single,以下（）是国家电网区域统一电力交易服务热线。,4001895598,95598,4001812398,12398,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02091,56,补充题库,single,400 统一电力交易服务热线服务原则是“一口对外、（）”。,多号响应,一号响应,一号通答,多号通答,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02092,57,补充题库,single,400 客服团队对于咨询类工单应于（）完成回复。,当日内,1 个工作日内,3 个工作日内,4 个工作日内,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02093,58,补充题库,single,以下哪个交易中心属于南方电网区域（）,北京电力交易中心,福建电力交易中心,宁夏电力交易中心,广州电力交易中心,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02094,59,补充题库,single,我国共有（）个区域能源监管局。,4,5,6,7,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02095,60,补充题库,single,按照（），电力交易机构负责电力市场信息披露的实施，并以电力交易平台为基 础设立信息披露平台。,《电力市场信息披露基本规则》（国能发监管〔2024〕9 号）,《电力市场运行基本规则》（中华人民共和国国家发展和改革委员会令第 20 号）,《电力市场监管办法》（中华人民共和国国家发展和改革委员会令第 18 号）,《电力中长期交易基本规则》（发改能源规﹝2020﹞889 号）,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02096,61,补充题库,single,400 客服团队的服务原则是（）。,“一口对外、一号通答”,“一口对外、规范服务”,“一口受理、规范服务”,“一口受理、一号通答”,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02097,62,补充题库,single,400 客服团队对于意见类工单应于（）完成回复。,当日内,1 个工作日内,3 个工作日内,4 个工作日内,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02098,63,补充题库,single,获取电力市场政策、规则文件的渠道，包括国家、区域和地方相关职能部门、（） 的官方网站、微信公众号等渠道。,北京电力交易中心,广州电力交易中心,中国电力企业联合会,相关机构,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02099,64,补充题库,single,通过政府官方网站查询政策文件，在政务公开栏还可根据（）查询。,文件类型,发布时间,首字母排序,印发单位,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02100,65,补充题库,single,通过政府官方网站查询交易规则，在搜索引擎栏可按（）查询文件和相关信息。,印发单位,发布时间,关键字,文件类型,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02101,66,补充题库,single,国家电网区域 400 统一电力交易服务热线为发电企业、电力用户、售电公司等（） 提供便捷、优质、高效、规范的电力市场咨询服务。,市场成员,市场主体,相关单位,电力企业,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02102,67,补充题库,single,发电商在一个指定时间的所有调试和商运的发电容量定义为（）。,当期装机容量,当期可发容量,当期调度容量,以上都不对,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02103,68,补充题库,single,发电商在一个指定时间，有新机组投运进行机组调试，不具备商业运行的发电容 量可以定义为（）。,当期装机容量,当期可发容量,当期调度容量,当期调试容量,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02104,69,补充题库,single,发电商在一个指定时间，有商运机组进入检修，不具备商业运行的发电容量可以 定义为（）。,不可用容量,备用容量,预计新投产容量,当期检修容量,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02105,70,补充题库,single,在未来的一定时间，发电商新投产的发电容量可以定义为（）。,当期装机容量,当期可发容量,预计新投产容量,当期调试容量,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02106,71,补充题库,single,在未来的一定时间，现有的发电商需要关停的发电容量可以定义为（）。,当期装机容量,当期关停容量,预计新投产容量,当期调试容量,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02107,72,补充题库,single,在考虑在电网通道阻塞情况下，发电企业不能调用的发电容量可以定义为（）。,受阻容量,当期关停容量,预计新投产容量,当期调试容量,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02108,73,补充题库,single,对于一个在批发市场购电的电力用户来说，对未来一个中长期的电力和电量，可 以凭借本企业的生产情况做出判断。这些判断也包括本企业可能新投产的用电设备、（）、 重大法定节假日的放假情况等。,生产设备检修,合同交易电量,签约对手方的设备情况,以上都不对,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02109,74,补充题库,single,售电企业的角度，签约个体大用户的影响、客户流失率和新增客户的（）往往是 最直接影响用电预测准确率的参数。,生产设备检修,合同交易电量,签约用户的设备情况,历史用电信息,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02110,75,补充题库,single,检修计划可以从市场运营机构的（）中获得。,社会公众信息,行业内公开信息,定向私有信息,依照申请公开信息,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02111,76,补充题库,single,发电机组关停计划可以从市场运营机构的（）中获得。,社会公众信息,行业内公开信息,定向私有信息,依照申请公开信息,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02112,77,补充题库,single,新机投产计划可以从市场运营机构的（）中获得。,社会公众信息,行业内公开信息,定向私有信息,依照申请公开信息,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02113,78,补充题库,single,系统负荷预测可以从市场运营机构的（）中获得。,社会公众信息,行业内公开信息,定向私有信息,依照申请公开信息,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02114,79,补充题库,single,市场交易总体信息可以从市场运营机构的（）中获得。,社会公众信息,行业内公开信息,定向私有信息,依照申请公开信息,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02115,80,补充题库,single,用电侧市场主体的用电信息，可以线下通过（），以及线上专业手机 APP 软件（例 如网上国网）进行查询。,供电营业厅,职业经理人,交易中心,调度中心,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02116,81,补充题库,single,常见的 CCTD 环渤海动力煤价格指数，可以在（）网站上获得官方信息。,电力交易中心网站,新浪,国家能源局,CCTD 官方网站,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02117,82,补充题库,single,从用电企业的角度，影响自身用电的参数主要集中在用电设备新投或报停、（） 等角度进行测算。,已执行的电力交易合同,未执行的电力交易合同,已签约的电力交易合同,企业生产性订单,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02118,83,补充题库,single,化石能源发电企业的一次能源的价格又和发电商在一次能源市场上签订的（）价 格有关。,中长期合同,现货价格,中长期和现货,以上都不对,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02119,84,补充题库,single,常见的天然气发电企业，影响其运营价格的最大成本是（）的价格。,设备一次性投入,天然气采购,运行维护,资金贷款,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02120,85,补充题库,single,对于市场运营机构来说，需要从（）的角度，把握系统的用电量（含网损）和各 个价格分区（如有）的电量以及标准等值负荷曲线。,系统平衡,交易申报便捷性,数据维护,以上都不对,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02121,86,补充题库,single,中长期电能量交易包括（）和集中交易两种方式。,期货交易,双边协商,滚动撮合交易,挂牌交易,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02122,87,补充题库,single,中长期交易合约的起止时间，以（）为基本单位。,日历月,日历周,日历日,小时,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02123,88,补充题库,single,（）交易的电价由交易双方自主协商形成。,双边协商,期货交易,滚动撮合交易,挂牌交易,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02124,89,补充题库,single,中长期交易周期包括年度（多年）、（）、月内等周期。,日前,日内,月度,实时,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02125,90,补充题库,single,月内（多日）电量交易以月内剩余天数的电量或者（）的电量作为交易标的物。,指定天数,规定天数,交易天数,特定天数,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02126,91,补充题库,single,对于定期开市和连续开市的交易，交易公告应当提前至少（）个工作日发布。,1,2,3,4,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02127,92,补充题库,single,对于不定期开市的交易，应当提前至少（）个工作日发布。,2,3,4,5,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02128,93,补充题库,single,电力中长期交易的品种主要有（）交易、合同转让交易、输电权交易、容量交易 等。,绿色电力,电能量,电力,期货,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02129,94,补充题库,single,电力中长期交易现阶段主要开展（）交易。,绿色电力,年度,电能量,合同,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02130,95,补充题库,single,电力中长期交易现阶段灵活开展发电权交易、（）交易。,合同转让,滚动撮合,容量,电能量,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02131,96,补充题库,single,合同转让交易是指针对已经（）的存量合同开展的电量转让交易。,转让,完成,执行,签订,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02132,97,补充题库,single,发电侧合同转让以（）存量合同为基础。,发电侧,用网侧,用户侧,购电侧,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02133,98,补充题库,single,用户侧合同电量转让以（）市场主体存量合同为依据。,发电侧,用电侧,上网侧,交易侧,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02134,99,补充题库,single,售电公司或批发用户可以将存量合同电量转让给（）。,居民用户,零售用户,其他售电公司,发电企业,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02135,100,补充题库,single,双边协商交易价格按照（）执行。,双方合同约定,政府指定,集中出清价格,市场均价,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02136,101,补充题库,single,集中交易指市场主体通过（）申报电量、电价。,股票交易平台,期货交易平台,碳排放交易平台,电力交易平台,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02137,102,补充题库,single,电力集中交易指市场主体通过电力交易平台申报电量、电价，发电企业作为售方 申报，售电企业和电力用户作为购方申报，电力交易机构基于（）进行出清，经电力调度机 构安全校核后，确定最终的成交对象、成交电量与成交价格等。,软件判断,大数据,市场规则,第三方干预,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02138,103,补充题库,single,电能量交易是指符合()的发电企业与电力用户（含售电企业）经双边协商、集中 竞价、挂牌等方式达成的购售电交易。,准入条件,资金条件,电量条件,技术条件,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02139,104,补充题库,single,省内集中竞价交易目前主要采取（）出清价格机制。,批发侧申报,系统边际,最大量对应价格,最后一个购电方申报,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02140,105,补充题库,single,集中竞价交易一般按照“价格优先、（）优先”的优先级原则确定成交。,规模,低碳,容量,时间,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02141,106,补充题库,single,挂牌交易中，市场主体在（）起止时间内将购电或售电信息挂牌。,规定的交易,电力交易中心工作,电力交易平台可登录,工作日,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02142,107,补充题库,single,挂牌交易形式一般分为单边挂牌和（）挂牌两种。,双边,三边,四边,多边,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02143,108,补充题库,single,在电力中长期交易中，申报的内容主要为电量（电力）、（）和交易曲线。,交易所在地,电量单位,电价,上下调能力,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02144,109,补充题库,single,双边协商交易一般由（）。,一方申报、另一方确认,双方同时申报确认,发电方申报、发电发确认,购电方申报、购电方确认,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02145,110,补充题库,single,在挂牌交易中，市场主体分为挂牌方和（）。,交易方,输电方,摘牌方,代理方,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02146,111,补充题库,single,以下那个电力交易机构可以组织省间中长期交易。,上海电力交易中心,北京电力交易中心,昆明电力交易中心,广东电力交易中心,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02147,112,补充题库,single,省间中长期交易公告一般由（）发布。,国家级交易机构,属地省电力交易机构,国家级调度机构,属地省电力调度机构,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02148,113,补充题库,single,交易申报结束后，安全校核开展前，电力交易平台生成（）。,无约束出清结果,有约束出清结果,结算依据,电费账单,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02149,114,补充题库,single,年度交易一般在电力市场中交易量最大，按照近几年国家有关部门的要求，年度 交易的比例一般要达到（）%以上。,50,60,70,80,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02150,115,补充题库,single,安全校核完成后，电力交易平台生成（）。,无约束出清结果,有约束出清结果,结算依据,电费账单,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02151,116,补充题库,single,电量的计量单位有（）、MWh、万 kWh、亿 kWh 等。,千瓦时,千瓦,兆瓦,万千瓦,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02152,117,补充题库,single,市场主体应（）完成申报，不应将账号委托给其他经营主体或第三方代为操作。,自主,联合,抱团,由中间商,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02153,118,补充题库,single,省内中长期交易主要由（）组织。,国家级电力交易机构,国家级电力调度机构,省级电力调度机构,省级电力交易机构,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02154,119,补充题库,single,市场主体对交易结果有异议的，应当在结果发布（）个工作日内向电力交易机构 提出，由电力交易机构会同电力调度机构在 1 个工作日内给予解释。,1,2,3,4,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02155,120,补充题库,single,市场主体对交易结果有异议的，应当在结果发布 1 个工作日内向电力交易机构提 出，由电力交易机构会同电力调度机构在（）个工作日内给予解释。,1,2,3,4,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02156,121,补充题库,single,交易的限定条件必须（）在交易公告中明确。,事后,事中,事前,随时,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02157,122,补充题库,single,交易结果信息分类中，交易组织信息不包括（）。,交易公告,交易过程,交易结果,交易执行,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02158,123,补充题库,single,年度交易结果信息应在交易完成后多少个工作日内披露（）,5 个工作日,10 个工作日,12 个工作日,15 个工作日,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02159,124,补充题库,single,无约束交易结果明细查询可以通过（）完成。,登录交易中心门户网站,通过技术支持系统公开信息披露模块查看,通过交易中心微信公众号查询,通过交易中心官方网站查询,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02160,125,补充题库,single,中长期交易结果汇总的原则不包括（）。,准确性原则,完整性原则,一致性原则,灵活性原则,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02161,126,补充题库,single,从参与主体来看，交易结果信息汇总不包括（）。,发电侧,售电公司,用户侧,电网侧,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02162,127,补充题库,single,在数据筛选与整合过程中，（）不是需要处理的内容。,识别并删除重复记录,检查并修正错误或不合理的数据,处理缺失值,增加额外数据以丰富信息,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02163,128,补充题库,single,交易结果汇总页面总览中，不包括（）。,申报结果,无约束交易结果,正式交易结果,交易执行结果,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02164,129,补充题库,single,交易执行信息不包括（）。,交易计划及其总体执行情况,合同签订及履约情况,市场结算电费、电量、价格等概况信息,市场成员的交易结算明细,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02165,130,补充题库,single,月度交易结果信息应在交易完成后（）内披露。,3 个工作日,5 个工作日,7 个工作日,10 个工作日,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02166,131,补充题库,single,电力调度机构应当在（）个工作日内返回月内集中交易安全校核结果，由电力交 易机构发布。,1 个工作日,3 个工作日,5 个工作日,7 个工作日,,A,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02167,132,补充题库,single,正式交易结果明细查询可以通过（）完成,登录交易中心门户网站,技术支持系统公开信息披露模块查看,交易中心微信公众号查询,交易中心官方网站查询,,B,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02168,133,补充题库,single,中长期交易结果汇总的原则中，（）不是实用性原则的内容。,明确目标,简化直观,数据规范,数据格式规范,,C,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02169,134,补充题库,single,从交易周期来看，交易结果信息汇总不包括（）。,年度交易,月度交易,旬交易,季度交易,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
q_02170,135,补充题库,single,在不同维度差异化汇总中，（）不是需要考虑的内容。,年度数据,月度数据,周度数据,季度数据,,D,暂无解析,未设置,更新-电力交易员题库.pdf,true
